0 	 Reward:  -0.001 	 Win Rate:  0.0 	 Completion:  0 	 Efficiency:  0 	 Duration:  0 	 Loss:  0 	 LR:  [1e-05] 	 Epsilon:  0.95
502500 	 Reward:  1.335 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6563713550567627 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
503000 	 Reward:  1.448 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.637363612651825 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
503500 	 Reward:  1.196 	 Win Rate:  0.0 	 Completion:  45 	 Efficiency:  36 	 Duration:  0 	 Loss:  0.660773515701294 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
504000 	 Reward:  1.506 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6336291432380676 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
504500 	 Reward:  1.468 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  42 	 Duration:  0 	 Loss:  0.643333911895752 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
505000 	 Reward:  1.313 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6581695675849915 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
505500 	 Reward:  1.378 	 Win Rate:  0.0 	 Completion:  46 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.651369035243988 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
506000 	 Reward:  1.248 	 Win Rate:  0.0 	 Completion:  46 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6622822284698486 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
506500 	 Reward:  1.464 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6552000045776367 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
507000 	 Reward:  1.325 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6635844111442566 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
507500 	 Reward:  1.322 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6604527235031128 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
508000 	 Reward:  1.4 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6531417369842529 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
508500 	 Reward:  1.395 	 Win Rate:  0.0 	 Completion:  45 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6602633595466614 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
509000 	 Reward:  1.487 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6453424096107483 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
509500 	 Reward:  1.27 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6517689228057861 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
510000 	 Reward:  1.583 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6536540389060974 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
510500 	 Reward:  1.296 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6573489904403687 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
511000 	 Reward:  1.369 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.660420298576355 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
511500 	 Reward:  1.365 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.655953586101532 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
512000 	 Reward:  1.43 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6585748195648193 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
512500 	 Reward:  1.37 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6547034978866577 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
513000 	 Reward:  1.384 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6512558460235596 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
513500 	 Reward:  1.492 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6516705751419067 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
514000 	 Reward:  1.416 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6524665355682373 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
514500 	 Reward:  1.26 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6472858786582947 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
515000 	 Reward:  1.362 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6678053140640259 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
515500 	 Reward:  1.295 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6571094393730164 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
516000 	 Reward:  1.509 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6408708095550537 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
516500 	 Reward:  1.277 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6547498106956482 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
517000 	 Reward:  1.462 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6511644721031189 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
517500 	 Reward:  1.392 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.656432569026947 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
518000 	 Reward:  1.174 	 Win Rate:  0.0 	 Completion:  46 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6576249003410339 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
518500 	 Reward:  1.581 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6638156771659851 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
519000 	 Reward:  1.472 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.649013876914978 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
519500 	 Reward:  1.428 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6594452857971191 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
520000 	 Reward:  1.364 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6613837480545044 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
520500 	 Reward:  1.596 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6559495329856873 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
521000 	 Reward:  1.254 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6501221656799316 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
521500 	 Reward:  1.262 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6562080383300781 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
522000 	 Reward:  1.435 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.651253342628479 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
522500 	 Reward:  1.281 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.669421374797821 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
523000 	 Reward:  1.523 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6455886960029602 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
523500 	 Reward:  1.389 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6470789909362793 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
524000 	 Reward:  1.381 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6444889307022095 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
524500 	 Reward:  1.585 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6494572758674622 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
525000 	 Reward:  1.408 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6649031639099121 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
525500 	 Reward:  1.311 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6537242531776428 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
526000 	 Reward:  1.363 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.647526741027832 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
526500 	 Reward:  1.394 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.663748025894165 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
527000 	 Reward:  1.376 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.657364547252655 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
527500 	 Reward:  1.326 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6444929242134094 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
528000 	 Reward:  1.485 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6553305387496948 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
528500 	 Reward:  1.542 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6609740853309631 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
529000 	 Reward:  1.41 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.648525595664978 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
529500 	 Reward:  1.388 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6721283793449402 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
530000 	 Reward:  1.494 	 Win Rate:  0.0 	 Completion:  53 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6531810760498047 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
530500 	 Reward:  1.329 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.640817403793335 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
531000 	 Reward:  1.444 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6543517112731934 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
531500 	 Reward:  1.29 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6583484411239624 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
532000 	 Reward:  1.442 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6662266850471497 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
532500 	 Reward:  1.249 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6482651233673096 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
533000 	 Reward:  1.39 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6509988903999329 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
533500 	 Reward:  1.387 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6324551105499268 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
534000 	 Reward:  1.448 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6516387462615967 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
534500 	 Reward:  1.448 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  42 	 Duration:  0 	 Loss:  0.6650441288948059 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
535000 	 Reward:  1.338 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6575428247451782 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
535500 	 Reward:  1.435 	 Win Rate:  0.2 	 Completion:  51 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6509757041931152 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
536000 	 Reward:  1.457 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6452332139015198 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
536500 	 Reward:  1.454 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6550024151802063 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
537000 	 Reward:  1.33 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6510694026947021 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
537500 	 Reward:  1.4 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6490030288696289 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
538000 	 Reward:  1.479 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6488574147224426 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
538500 	 Reward:  1.301 	 Win Rate:  0.0 	 Completion:  46 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6635755896568298 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
539000 	 Reward:  1.428 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6500338912010193 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
539500 	 Reward:  1.216 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6611709594726562 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
540000 	 Reward:  1.412 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6485819220542908 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
540500 	 Reward:  1.399 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6699801683425903 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
541000 	 Reward:  1.413 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6429134607315063 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
541500 	 Reward:  1.382 	 Win Rate:  0.2 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6317084431648254 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
542000 	 Reward:  1.331 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6566041707992554 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
542500 	 Reward:  1.355 	 Win Rate:  0.0 	 Completion:  46 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6501360535621643 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
543000 	 Reward:  1.295 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6598131656646729 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
543500 	 Reward:  1.399 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6561443209648132 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
544000 	 Reward:  1.468 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6534091830253601 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
544500 	 Reward:  1.272 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.653275191783905 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
545000 	 Reward:  1.373 	 Win Rate:  0.2 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6514715552330017 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
545500 	 Reward:  1.284 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6476269364356995 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
546000 	 Reward:  1.586 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6487847566604614 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
546500 	 Reward:  1.569 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6574962139129639 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
547000 	 Reward:  1.342 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6363142728805542 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
547500 	 Reward:  1.3 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6398777961730957 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
548000 	 Reward:  1.547 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6479580998420715 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
548500 	 Reward:  1.266 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6697435975074768 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
549000 	 Reward:  1.285 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6379373669624329 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
549500 	 Reward:  1.24 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6673669815063477 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
550000 	 Reward:  1.256 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6534764766693115 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
550500 	 Reward:  1.411 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6494396924972534 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
551000 	 Reward:  1.425 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6435748934745789 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
551500 	 Reward:  1.436 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6527547240257263 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
552000 	 Reward:  1.492 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6611320972442627 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
552500 	 Reward:  1.249 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6569619178771973 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
553000 	 Reward:  1.531 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6587622165679932 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
553500 	 Reward:  1.386 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6466990113258362 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
554000 	 Reward:  1.472 	 Win Rate:  0.2 	 Completion:  48 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6592149138450623 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
554500 	 Reward:  1.505 	 Win Rate:  0.2 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.642942488193512 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
555000 	 Reward:  1.599 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6430188417434692 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
555500 	 Reward:  1.423 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.667850136756897 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
556000 	 Reward:  1.21 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6483261585235596 	 LR:  [4.096000000000002e-06] 	 Epsilon:  0.6302494097246091
556500 	 Reward:  1.315 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6633697748184204 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
557000 	 Reward:  1.368 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6429566144943237 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
557500 	 Reward:  1.557 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6581707000732422 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
558000 	 Reward:  1.285 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  37 	 Duration:  0 	 Loss:  0.6568515300750732 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
558500 	 Reward:  1.375 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6657935976982117 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
559000 	 Reward:  1.538 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6635258793830872 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
559500 	 Reward:  1.266 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6525866985321045 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
560000 	 Reward:  1.522 	 Win Rate:  0.2 	 Completion:  53 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6550146341323853 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
560500 	 Reward:  1.316 	 Win Rate:  0.0 	 Completion:  47 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6623344421386719 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
561000 	 Reward:  1.379 	 Win Rate:  0.0 	 Completion:  52 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.6582409739494324 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
561500 	 Reward:  1.48 	 Win Rate:  0.2 	 Completion:  49 	 Efficiency:  38 	 Duration:  0 	 Loss:  0.6556314826011658 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
562000 	 Reward:  1.432 	 Win Rate:  0.0 	 Completion:  48 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6395338177680969 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
562500 	 Reward:  1.616 	 Win Rate:  0.4 	 Completion:  51 	 Efficiency:  40 	 Duration:  0 	 Loss:  0.6602728366851807 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
563000 	 Reward:  1.311 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6459382176399231 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
563500 	 Reward:  1.331 	 Win Rate:  0.0 	 Completion:  50 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6591308116912842 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
564000 	 Reward:  1.482 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  41 	 Duration:  0 	 Loss:  0.640303909778595 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
564500 	 Reward:  1.355 	 Win Rate:  0.0 	 Completion:  51 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6439066529273987 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
565000 	 Reward:  1.238 	 Win Rate:  0.0 	 Completion:  45 	 Efficiency:  36 	 Duration:  0 	 Loss:  0.6552032232284546 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
565500 	 Reward:  1.388 	 Win Rate:  0.0 	 Completion:  49 	 Efficiency:  39 	 Duration:  0 	 Loss:  0.6487818360328674 	 LR:  [3.276800000000002e-06] 	 Epsilon:  0.6302494097246091
