0 	 Reward:  -0.002 	 Win Rate:  0.0 	 Completion:  0 	 Efficiency:  0 	 Duration:  0 	 Loss:  0 	 LR:  [0.0005] 	 Epsilon:  0.95
612000 	 Reward:  9.663 	 Win Rate:  41.0 	 Completion:  67 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.8430929780006409 	 LR:  [8.388608000000005e-05] 	 Epsilon:  0.0076514281153818135
612500 	 Reward:  9.915 	 Win Rate:  37.2 	 Completion:  69 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.9996472597122192 	 LR:  [8.388608000000005e-05] 	 Epsilon:  0.0076514281153818135
613000 	 Reward:  9.568 	 Win Rate:  39.2 	 Completion:  69 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9880450963973999 	 LR:  [8.388608000000005e-05] 	 Epsilon:  0.0076514281153818135
613500 	 Reward:  9.106 	 Win Rate:  38.4 	 Completion:  67 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.8378093242645264 	 LR:  [8.388608000000005e-05] 	 Epsilon:  0.0076514281153818135
614000 	 Reward:  9.473 	 Win Rate:  39.8 	 Completion:  65 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.8249454498291016 	 LR:  [8.388608000000005e-05] 	 Epsilon:  0.0076514281153818135
614500 	 Reward:  9.829 	 Win Rate:  42.4 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.8283370733261108 	 LR:  [8.388608000000005e-05] 	 Epsilon:  0.0076514281153818135
615000 	 Reward:  9.688 	 Win Rate:  43.6 	 Completion:  69 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.8971953988075256 	 LR:  [8.388608000000005e-05] 	 Epsilon:  0.0076514281153818135
615500 	 Reward:  9.262 	 Win Rate:  39.2 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9226072430610657 	 LR:  [8.388608000000005e-05] 	 Epsilon:  0.0076514281153818135
616000 	 Reward:  9.759 	 Win Rate:  40.2 	 Completion:  69 	 Efficiency:  73 	 Duration:  0 	 Loss:  1.1143319606781006 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
616500 	 Reward:  10.092 	 Win Rate:  44.8 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9272478818893433 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
617000 	 Reward:  9.643 	 Win Rate:  41.2 	 Completion:  66 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9346089363098145 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
617500 	 Reward:  9.818 	 Win Rate:  44.2 	 Completion:  69 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9017302393913269 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
618000 	 Reward:  8.832 	 Win Rate:  36.2 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.9219324588775635 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
618500 	 Reward:  9.152 	 Win Rate:  38.6 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.8965579867362976 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
619000 	 Reward:  8.716 	 Win Rate:  34.6 	 Completion:  65 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.8232114911079407 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
619500 	 Reward:  9.951 	 Win Rate:  42.0 	 Completion:  72 	 Efficiency:  74 	 Duration:  0 	 Loss:  0.9353998899459839 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
620000 	 Reward:  9.631 	 Win Rate:  41.6 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.863008975982666 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
620500 	 Reward:  9.577 	 Win Rate:  42.6 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9102245569229126 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
621000 	 Reward:  9.861 	 Win Rate:  42.6 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9766906499862671 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
621500 	 Reward:  9.815 	 Win Rate:  41.0 	 Completion:  68 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.8675248026847839 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
622000 	 Reward:  9.015 	 Win Rate:  39.0 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.9168328046798706 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
622500 	 Reward:  9.484 	 Win Rate:  39.6 	 Completion:  69 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.8769632577896118 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
623000 	 Reward:  9.181 	 Win Rate:  38.8 	 Completion:  67 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.8329657316207886 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
623500 	 Reward:  9.945 	 Win Rate:  42.2 	 Completion:  70 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.8997477293014526 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
624000 	 Reward:  8.281 	 Win Rate:  34.4 	 Completion:  63 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.8743112087249756 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
624500 	 Reward:  9.52 	 Win Rate:  40.4 	 Completion:  71 	 Efficiency:  74 	 Duration:  0 	 Loss:  0.8965053558349609 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
625000 	 Reward:  9.424 	 Win Rate:  40.6 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.886262834072113 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
625500 	 Reward:  9.5 	 Win Rate:  38.8 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9443762898445129 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
626000 	 Reward:  9.168 	 Win Rate:  38.0 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9377158284187317 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
626500 	 Reward:  9.208 	 Win Rate:  38.8 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.8368678092956543 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
627000 	 Reward:  9.953 	 Win Rate:  41.4 	 Completion:  68 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.8995664119720459 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
627500 	 Reward:  9.413 	 Win Rate:  38.4 	 Completion:  66 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9528223276138306 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
628000 	 Reward:  8.847 	 Win Rate:  36.8 	 Completion:  63 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.9830029010772705 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
628500 	 Reward:  9.128 	 Win Rate:  38.2 	 Completion:  64 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.9628843069076538 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
629000 	 Reward:  9.519 	 Win Rate:  39.8 	 Completion:  68 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.8684840202331543 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
629500 	 Reward:  9.902 	 Win Rate:  41.8 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.8516258001327515 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
630000 	 Reward:  10.191 	 Win Rate:  43.4 	 Completion:  69 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.9406075477600098 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
630500 	 Reward:  9.378 	 Win Rate:  41.0 	 Completion:  67 	 Efficiency:  71 	 Duration:  0 	 Loss:  1.0059971809387207 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
631000 	 Reward:  9.588 	 Win Rate:  40.8 	 Completion:  70 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.9176731705665588 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
631500 	 Reward:  9.565 	 Win Rate:  40.6 	 Completion:  70 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.9760083556175232 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
632000 	 Reward:  8.831 	 Win Rate:  37.2 	 Completion:  66 	 Efficiency:  71 	 Duration:  0 	 Loss:  1.020957350730896 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
632500 	 Reward:  9.907 	 Win Rate:  41.4 	 Completion:  68 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.9333485960960388 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
633000 	 Reward:  10.016 	 Win Rate:  40.4 	 Completion:  70 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.8815226554870605 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
633500 	 Reward:  9.023 	 Win Rate:  37.4 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.9695811867713928 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
634000 	 Reward:  9.473 	 Win Rate:  39.0 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.98235684633255 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
634500 	 Reward:  10.16 	 Win Rate:  41.2 	 Completion:  68 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.8378743529319763 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
635000 	 Reward:  8.941 	 Win Rate:  36.2 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.8375548124313354 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
635500 	 Reward:  9.385 	 Win Rate:  39.2 	 Completion:  69 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9488428831100464 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
636000 	 Reward:  10.081 	 Win Rate:  44.6 	 Completion:  70 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.9551403522491455 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
636500 	 Reward:  10.307 	 Win Rate:  43.6 	 Completion:  70 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.9564791917800903 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
637000 	 Reward:  8.536 	 Win Rate:  35.8 	 Completion:  64 	 Efficiency:  67 	 Duration:  0 	 Loss:  0.8822260499000549 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
637500 	 Reward:  9.429 	 Win Rate:  38.8 	 Completion:  66 	 Efficiency:  71 	 Duration:  0 	 Loss:  1.011616826057434 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
638000 	 Reward:  9.993 	 Win Rate:  42.4 	 Completion:  68 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.8904443979263306 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
638500 	 Reward:  10.171 	 Win Rate:  41.4 	 Completion:  70 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.9402477741241455 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
639000 	 Reward:  8.502 	 Win Rate:  35.2 	 Completion:  63 	 Efficiency:  66 	 Duration:  0 	 Loss:  0.9008921384811401 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
639500 	 Reward:  9.371 	 Win Rate:  37.2 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9366740584373474 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
640000 	 Reward:  8.886 	 Win Rate:  38.2 	 Completion:  65 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9070630073547363 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
640500 	 Reward:  9.428 	 Win Rate:  39.4 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.8419144153594971 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
641000 	 Reward:  9.479 	 Win Rate:  39.6 	 Completion:  66 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9840583205223083 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
641500 	 Reward:  9.151 	 Win Rate:  39.2 	 Completion:  66 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9957645535469055 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
642000 	 Reward:  9.645 	 Win Rate:  41.2 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.906500518321991 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
642500 	 Reward:  9.423 	 Win Rate:  38.6 	 Completion:  67 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9468798041343689 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
643000 	 Reward:  9.991 	 Win Rate:  40.6 	 Completion:  71 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.9391153454780579 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
643500 	 Reward:  9.235 	 Win Rate:  39.8 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9608790874481201 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
644000 	 Reward:  9.764 	 Win Rate:  42.6 	 Completion:  69 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.7642837762832642 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
644500 	 Reward:  10.381 	 Win Rate:  44.2 	 Completion:  69 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.9030416011810303 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
645000 	 Reward:  9.904 	 Win Rate:  43.0 	 Completion:  69 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.8877124190330505 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
645500 	 Reward:  9.437 	 Win Rate:  39.4 	 Completion:  67 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9053759574890137 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
646000 	 Reward:  9.297 	 Win Rate:  37.0 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.8586603403091431 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
646500 	 Reward:  10.392 	 Win Rate:  44.4 	 Completion:  71 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.9925401210784912 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
647000 	 Reward:  9.14 	 Win Rate:  38.0 	 Completion:  66 	 Efficiency:  71 	 Duration:  0 	 Loss:  1.0093640089035034 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
647500 	 Reward:  9.373 	 Win Rate:  39.8 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9056417942047119 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
648000 	 Reward:  10.059 	 Win Rate:  44.6 	 Completion:  71 	 Efficiency:  73 	 Duration:  0 	 Loss:  1.0400315523147583 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
648500 	 Reward:  9.617 	 Win Rate:  41.0 	 Completion:  69 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.9236988425254822 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
649000 	 Reward:  9.131 	 Win Rate:  37.6 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9978065490722656 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
649500 	 Reward:  9.511 	 Win Rate:  39.2 	 Completion:  65 	 Efficiency:  71 	 Duration:  0 	 Loss:  1.069076418876648 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
650000 	 Reward:  9.531 	 Win Rate:  40.6 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.8904773592948914 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
650500 	 Reward:  9.257 	 Win Rate:  38.6 	 Completion:  65 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.9927425384521484 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
651000 	 Reward:  9.286 	 Win Rate:  38.4 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9042211771011353 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
651500 	 Reward:  9.821 	 Win Rate:  41.8 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.8250012397766113 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
652000 	 Reward:  9.288 	 Win Rate:  42.0 	 Completion:  66 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.8597003221511841 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
652500 	 Reward:  9.918 	 Win Rate:  42.0 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.8394443392753601 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
653000 	 Reward:  8.886 	 Win Rate:  36.0 	 Completion:  65 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.8566006422042847 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
653500 	 Reward:  10.278 	 Win Rate:  44.6 	 Completion:  71 	 Efficiency:  74 	 Duration:  0 	 Loss:  0.9314391613006592 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
654000 	 Reward:  9.213 	 Win Rate:  38.8 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.9193503856658936 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
654500 	 Reward:  9.601 	 Win Rate:  40.0 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.7884821891784668 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
655000 	 Reward:  9.219 	 Win Rate:  38.4 	 Completion:  64 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.7507514357566833 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
655500 	 Reward:  9.161 	 Win Rate:  38.4 	 Completion:  69 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9315220713615417 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
656000 	 Reward:  9.929 	 Win Rate:  43.6 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9707062244415283 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
656500 	 Reward:  9.982 	 Win Rate:  41.4 	 Completion:  72 	 Efficiency:  73 	 Duration:  0 	 Loss:  1.0040514469146729 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
657000 	 Reward:  9.171 	 Win Rate:  39.2 	 Completion:  64 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.8453316688537598 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
657500 	 Reward:  9.983 	 Win Rate:  42.6 	 Completion:  68 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9655102491378784 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
658000 	 Reward:  9.863 	 Win Rate:  41.0 	 Completion:  70 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9513907432556152 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
658500 	 Reward:  9.838 	 Win Rate:  42.8 	 Completion:  67 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.8728376626968384 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
659000 	 Reward:  10.237 	 Win Rate:  43.6 	 Completion:  70 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.9480131268501282 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
659500 	 Reward:  8.54 	 Win Rate:  35.6 	 Completion:  66 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.8360978364944458 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
660000 	 Reward:  9.718 	 Win Rate:  41.4 	 Completion:  68 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.9262849688529968 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
660500 	 Reward:  9.591 	 Win Rate:  40.8 	 Completion:  67 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.8935340046882629 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
661000 	 Reward:  10.203 	 Win Rate:  42.8 	 Completion:  71 	 Efficiency:  74 	 Duration:  0 	 Loss:  1.0245028734207153 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
661500 	 Reward:  9.142 	 Win Rate:  39.0 	 Completion:  65 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.9982121586799622 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
662000 	 Reward:  10.17 	 Win Rate:  42.2 	 Completion:  67 	 Efficiency:  71 	 Duration:  0 	 Loss:  1.0072884559631348 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
662500 	 Reward:  9.526 	 Win Rate:  41.0 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9182999134063721 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
663000 	 Reward:  9.553 	 Win Rate:  41.2 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.8732645511627197 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
663500 	 Reward:  9.687 	 Win Rate:  42.4 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.8447726964950562 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
664000 	 Reward:  9.971 	 Win Rate:  44.4 	 Completion:  70 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.8336609601974487 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
664500 	 Reward:  9.508 	 Win Rate:  41.2 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9730812311172485 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
665000 	 Reward:  9.86 	 Win Rate:  41.6 	 Completion:  69 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.9746633172035217 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
665500 	 Reward:  9.449 	 Win Rate:  38.2 	 Completion:  68 	 Efficiency:  72 	 Duration:  0 	 Loss:  1.0504841804504395 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
666000 	 Reward:  9.054 	 Win Rate:  39.2 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  1.041106104850769 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
666500 	 Reward:  10.217 	 Win Rate:  42.4 	 Completion:  71 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.9654703140258789 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
667000 	 Reward:  8.96 	 Win Rate:  37.4 	 Completion:  64 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9237411618232727 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
667500 	 Reward:  9.47 	 Win Rate:  41.0 	 Completion:  66 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9711440801620483 	 LR:  [6.710886400000004e-05] 	 Epsilon:  0.0076514281153818135
668000 	 Reward:  9.409 	 Win Rate:  39.0 	 Completion:  69 	 Efficiency:  73 	 Duration:  0 	 Loss:  0.9408848285675049 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
668500 	 Reward:  9.471 	 Win Rate:  39.0 	 Completion:  69 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.8505293130874634 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
669000 	 Reward:  9.813 	 Win Rate:  42.2 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  1.0369291305541992 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
669500 	 Reward:  8.788 	 Win Rate:  35.8 	 Completion:  66 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.971763014793396 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
670000 	 Reward:  9.662 	 Win Rate:  42.8 	 Completion:  69 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.9654321074485779 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
670500 	 Reward:  9.784 	 Win Rate:  42.8 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.9999777674674988 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
671000 	 Reward:  9.214 	 Win Rate:  37.4 	 Completion:  63 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.9710474610328674 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
671500 	 Reward:  10.261 	 Win Rate:  42.6 	 Completion:  68 	 Efficiency:  71 	 Duration:  0 	 Loss:  0.8768201470375061 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
672000 	 Reward:  9.148 	 Win Rate:  37.0 	 Completion:  63 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.9741261601448059 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
672500 	 Reward:  9.379 	 Win Rate:  40.0 	 Completion:  67 	 Efficiency:  69 	 Duration:  0 	 Loss:  0.924676775932312 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
673000 	 Reward:  9.673 	 Win Rate:  40.2 	 Completion:  68 	 Efficiency:  72 	 Duration:  0 	 Loss:  0.9715621471405029 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
673500 	 Reward:  9.359 	 Win Rate:  38.6 	 Completion:  66 	 Efficiency:  68 	 Duration:  0 	 Loss:  0.9197396039962769 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
674000 	 Reward:  9.644 	 Win Rate:  40.2 	 Completion:  67 	 Efficiency:  70 	 Duration:  0 	 Loss:  0.9068356156349182 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
674500 	 Reward:  10.745 	 Win Rate:  46.4 	 Completion:  72 	 Efficiency:  74 	 Duration:  0 	 Loss:  1.0444447994232178 	 LR:  [5.3687091200000036e-05] 	 Epsilon:  0.0076514281153818135
