0 	 Reward:  -0.002 	 Win Rate:  0.0 	 Completion:  0 	 Efficiency:  0 	 Duration:  0 	 Loss:  0 	 LR:  [0.0005] 	 Epsilon:  0.95
141500 	 Reward:  3.168 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5681965351104736 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
142000 	 Reward:  3.136 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5360565781593323 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
142500 	 Reward:  3.153 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5480172634124756 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
143000 	 Reward:  3.012 	 Win Rate:  0.6 	 Completion:  56 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5888996720314026 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
143500 	 Reward:  3.161 	 Win Rate:  0.8 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5583311319351196 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
144000 	 Reward:  3.307 	 Win Rate:  0.2 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5758044719696045 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
144500 	 Reward:  3.252 	 Win Rate:  0.6 	 Completion:  62 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5543235540390015 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
145000 	 Reward:  3.28 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5380348563194275 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
145500 	 Reward:  3.286 	 Win Rate:  0.0 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5427602529525757 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
146000 	 Reward:  3.212 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5710841417312622 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
146500 	 Reward:  3.449 	 Win Rate:  0.2 	 Completion:  62 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5524755120277405 	 LR:  [0.0004] 	 Epsilon:  0.27738957312183365
147000 	 Reward:  3.216 	 Win Rate:  0.4 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5422624349594116 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
147500 	 Reward:  3.166 	 Win Rate:  0.6 	 Completion:  62 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5529642105102539 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
148000 	 Reward:  3.016 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5361904501914978 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
148500 	 Reward:  3.139 	 Win Rate:  0.4 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.549321711063385 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
149000 	 Reward:  3.154 	 Win Rate:  0.2 	 Completion:  57 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5569360256195068 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
149500 	 Reward:  3.172 	 Win Rate:  0.0 	 Completion:  58 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.558198869228363 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
150000 	 Reward:  3.1 	 Win Rate:  0.2 	 Completion:  62 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5613823533058167 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
150500 	 Reward:  3.329 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5468454957008362 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
151000 	 Reward:  3.229 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5449954271316528 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
151500 	 Reward:  3.385 	 Win Rate:  0.0 	 Completion:  58 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5727938413619995 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
152000 	 Reward:  3.186 	 Win Rate:  0.4 	 Completion:  61 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5433196425437927 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
152500 	 Reward:  3.381 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5569865107536316 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
153000 	 Reward:  3.173 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5551232695579529 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
153500 	 Reward:  3.428 	 Win Rate:  1.6 	 Completion:  62 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5702875256538391 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
154000 	 Reward:  3.435 	 Win Rate:  0.6 	 Completion:  61 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5381627678871155 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
154500 	 Reward:  3.294 	 Win Rate:  0.2 	 Completion:  62 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5435057878494263 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
155000 	 Reward:  3.375 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5343090295791626 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
155500 	 Reward:  3.228 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5591942071914673 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
156000 	 Reward:  3.367 	 Win Rate:  0.2 	 Completion:  62 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5354070663452148 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
156500 	 Reward:  3.03 	 Win Rate:  1.2 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.585287868976593 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
157000 	 Reward:  3.506 	 Win Rate:  0.4 	 Completion:  62 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5888400077819824 	 LR:  [0.0004] 	 Epsilon:  0.263520094465742
157500 	 Reward:  2.992 	 Win Rate:  0.4 	 Completion:  57 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5128990411758423 	 LR:  [0.0004] 	 Epsilon:  0.25034408974245487
158000 	 Reward:  3.818 	 Win Rate:  0.0 	 Completion:  63 	 Efficiency:  62 	 Duration:  0 	 Loss:  0.5315148830413818 	 LR:  [0.0004] 	 Epsilon:  0.25034408974245487
158500 	 Reward:  3.317 	 Win Rate:  1.0 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5339599251747131 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
159000 	 Reward:  3.504 	 Win Rate:  0.0 	 Completion:  63 	 Efficiency:  62 	 Duration:  0 	 Loss:  0.5408157110214233 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
159500 	 Reward:  3.507 	 Win Rate:  0.2 	 Completion:  61 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5647027492523193 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
160000 	 Reward:  3.535 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.548861026763916 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
160500 	 Reward:  3.365 	 Win Rate:  0.4 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5463530421257019 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
161000 	 Reward:  3.053 	 Win Rate:  0.0 	 Completion:  59 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5376368165016174 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
161500 	 Reward:  3.436 	 Win Rate:  0.8 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5577930808067322 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
162000 	 Reward:  3.294 	 Win Rate:  0.4 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5591229200363159 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
162500 	 Reward:  3.384 	 Win Rate:  0.4 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5589901208877563 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
163000 	 Reward:  3.058 	 Win Rate:  0.2 	 Completion:  62 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5470065474510193 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
163500 	 Reward:  3.397 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5525350570678711 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
164000 	 Reward:  3.582 	 Win Rate:  0.2 	 Completion:  61 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.535278856754303 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
164500 	 Reward:  3.25 	 Win Rate:  0.6 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5396266579627991 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
165000 	 Reward:  3.421 	 Win Rate:  0.2 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5686511397361755 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
165500 	 Reward:  3.404 	 Win Rate:  0.8 	 Completion:  59 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5469344854354858 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
166000 	 Reward:  3.475 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5242933630943298 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
166500 	 Reward:  3.377 	 Win Rate:  0.4 	 Completion:  59 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.542486846446991 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
167000 	 Reward:  3.442 	 Win Rate:  1.0 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5795202255249023 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
167500 	 Reward:  3.148 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5228285789489746 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
168000 	 Reward:  3.513 	 Win Rate:  0.6 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5880131721496582 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
168500 	 Reward:  3.341 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.566408097743988 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
169000 	 Reward:  3.181 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5466743111610413 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
169500 	 Reward:  3.609 	 Win Rate:  0.6 	 Completion:  58 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5414913892745972 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
170000 	 Reward:  3.167 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5123933553695679 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
170500 	 Reward:  3.238 	 Win Rate:  0.6 	 Completion:  61 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5362331867218018 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
171000 	 Reward:  3.333 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5319492220878601 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
171500 	 Reward:  3.357 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5323627591133118 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
172000 	 Reward:  3.203 	 Win Rate:  0.6 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5722373723983765 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
172500 	 Reward:  3.087 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5323516726493835 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
173000 	 Reward:  3.317 	 Win Rate:  0.4 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5603419542312622 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
173500 	 Reward:  3.458 	 Win Rate:  0.8 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5380822420120239 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
174000 	 Reward:  3.464 	 Win Rate:  1.2 	 Completion:  62 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5220010280609131 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
174500 	 Reward:  3.36 	 Win Rate:  0.2 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5304243564605713 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
175000 	 Reward:  3.406 	 Win Rate:  0.6 	 Completion:  60 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.525651752948761 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
175500 	 Reward:  3.533 	 Win Rate:  0.8 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5353359580039978 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
176000 	 Reward:  3.341 	 Win Rate:  0.0 	 Completion:  58 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5453858971595764 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
176500 	 Reward:  3.491 	 Win Rate:  0.8 	 Completion:  63 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5324963927268982 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
177000 	 Reward:  3.667 	 Win Rate:  0.8 	 Completion:  61 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5329967737197876 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
177500 	 Reward:  3.317 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5677761435508728 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
178000 	 Reward:  3.391 	 Win Rate:  0.4 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5620147585868835 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
178500 	 Reward:  3.362 	 Win Rate:  0.6 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5750361680984497 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
179000 	 Reward:  3.556 	 Win Rate:  1.0 	 Completion:  61 	 Efficiency:  62 	 Duration:  0 	 Loss:  0.559943437576294 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
179500 	 Reward:  3.124 	 Win Rate:  0.2 	 Completion:  58 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5446720123291016 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
180000 	 Reward:  3.682 	 Win Rate:  1.4 	 Completion:  60 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5793591141700745 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
180500 	 Reward:  3.099 	 Win Rate:  0.2 	 Completion:  56 	 Efficiency:  56 	 Duration:  0 	 Loss:  0.5452051162719727 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
181000 	 Reward:  3.381 	 Win Rate:  0.2 	 Completion:  61 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5326817035675049 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
181500 	 Reward:  3.229 	 Win Rate:  0.6 	 Completion:  57 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5313429236412048 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
182000 	 Reward:  3.42 	 Win Rate:  0.4 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5507248640060425 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
182500 	 Reward:  3.322 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.572784423828125 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
183000 	 Reward:  3.548 	 Win Rate:  0.4 	 Completion:  59 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5259510278701782 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
183500 	 Reward:  3.463 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5552429556846619 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
184000 	 Reward:  3.405 	 Win Rate:  0.4 	 Completion:  59 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5632708072662354 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
184500 	 Reward:  3.337 	 Win Rate:  0.2 	 Completion:  61 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5432385802268982 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
185000 	 Reward:  3.211 	 Win Rate:  0.4 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5532854199409485 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
185500 	 Reward:  3.509 	 Win Rate:  0.8 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5710889101028442 	 LR:  [0.0004] 	 Epsilon:  0.2378268852553321
186000 	 Reward:  3.364 	 Win Rate:  0.8 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5188021063804626 	 LR:  [0.00032] 	 Epsilon:  0.2378268852553321
186500 	 Reward:  3.224 	 Win Rate:  0.8 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5562037825584412 	 LR:  [0.00032] 	 Epsilon:  0.2378268852553321
187000 	 Reward:  3.317 	 Win Rate:  0.8 	 Completion:  62 	 Efficiency:  62 	 Duration:  0 	 Loss:  0.5811216235160828 	 LR:  [0.00032] 	 Epsilon:  0.2378268852553321
187500 	 Reward:  3.31 	 Win Rate:  1.2 	 Completion:  62 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5165322422981262 	 LR:  [0.00032] 	 Epsilon:  0.2378268852553321
188000 	 Reward:  3.352 	 Win Rate:  0.6 	 Completion:  57 	 Efficiency:  57 	 Duration:  0 	 Loss:  0.5466989874839783 	 LR:  [0.00032] 	 Epsilon:  0.2378268852553321
188500 	 Reward:  3.308 	 Win Rate:  0.2 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5462456941604614 	 LR:  [0.00032] 	 Epsilon:  0.2378268852553321
189000 	 Reward:  3.462 	 Win Rate:  0.2 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5681442022323608 	 LR:  [0.00032] 	 Epsilon:  0.2378268852553321
189500 	 Reward:  3.475 	 Win Rate:  0.8 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.538411021232605 	 LR:  [0.00032] 	 Epsilon:  0.2378268852553321
190000 	 Reward:  3.262 	 Win Rate:  0.6 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5290693044662476 	 LR:  [0.00032] 	 Epsilon:  0.2378268852553321
190500 	 Reward:  3.41 	 Win Rate:  0.8 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5374779105186462 	 LR:  [0.00032] 	 Epsilon:  0.2378268852553321
191000 	 Reward:  3.754 	 Win Rate:  0.6 	 Completion:  62 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5383497476577759 	 LR:  [0.00032] 	 Epsilon:  0.2378268852553321
191500 	 Reward:  3.598 	 Win Rate:  0.4 	 Completion:  62 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.513616681098938 	 LR:  [0.00032] 	 Epsilon:  0.2259355409925655
192000 	 Reward:  3.433 	 Win Rate:  0.6 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5168707370758057 	 LR:  [0.00032] 	 Epsilon:  0.2259355409925655
192500 	 Reward:  3.288 	 Win Rate:  0.2 	 Completion:  61 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5455599427223206 	 LR:  [0.00032] 	 Epsilon:  0.2259355409925655
193000 	 Reward:  3.128 	 Win Rate:  0.0 	 Completion:  58 	 Efficiency:  58 	 Duration:  0 	 Loss:  0.5189334750175476 	 LR:  [0.00032] 	 Epsilon:  0.2259355409925655
193500 	 Reward:  3.604 	 Win Rate:  0.2 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5534747242927551 	 LR:  [0.00032] 	 Epsilon:  0.2259355409925655
194000 	 Reward:  3.478 	 Win Rate:  0.6 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5453561544418335 	 LR:  [0.00032] 	 Epsilon:  0.2259355409925655
194500 	 Reward:  3.423 	 Win Rate:  0.8 	 Completion:  59 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.557430624961853 	 LR:  [0.00032] 	 Epsilon:  0.2259355409925655
195000 	 Reward:  3.453 	 Win Rate:  1.2 	 Completion:  58 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5401760339736938 	 LR:  [0.00032] 	 Epsilon:  0.2259355409925655
195500 	 Reward:  3.528 	 Win Rate:  0.8 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5278443098068237 	 LR:  [0.00032] 	 Epsilon:  0.2259355409925655
196000 	 Reward:  3.558 	 Win Rate:  1.0 	 Completion:  59 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5340352654457092 	 LR:  [0.00032] 	 Epsilon:  0.2259355409925655
196500 	 Reward:  3.665 	 Win Rate:  0.0 	 Completion:  60 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5272742509841919 	 LR:  [0.00032] 	 Epsilon:  0.2259355409925655
197000 	 Reward:  3.819 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5549790263175964 	 LR:  [0.00032] 	 Epsilon:  0.2259355409925655
197500 	 Reward:  3.522 	 Win Rate:  1.0 	 Completion:  59 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5547267198562622 	 LR:  [0.00032] 	 Epsilon:  0.2146387639429372
198000 	 Reward:  3.324 	 Win Rate:  0.4 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5376573801040649 	 LR:  [0.00032] 	 Epsilon:  0.2146387639429372
198500 	 Reward:  3.719 	 Win Rate:  1.0 	 Completion:  61 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.519441545009613 	 LR:  [0.00032] 	 Epsilon:  0.2146387639429372
199000 	 Reward:  3.99 	 Win Rate:  0.2 	 Completion:  63 	 Efficiency:  62 	 Duration:  0 	 Loss:  0.548516571521759 	 LR:  [0.00032] 	 Epsilon:  0.2146387639429372
199500 	 Reward:  3.609 	 Win Rate:  0.6 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5410558581352234 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
200000 	 Reward:  3.749 	 Win Rate:  0.6 	 Completion:  61 	 Efficiency:  62 	 Duration:  0 	 Loss:  0.5052019953727722 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
200500 	 Reward:  3.606 	 Win Rate:  1.0 	 Completion:  60 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5278459787368774 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
201000 	 Reward:  3.414 	 Win Rate:  1.0 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5061666369438171 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
201500 	 Reward:  3.968 	 Win Rate:  1.0 	 Completion:  64 	 Efficiency:  62 	 Duration:  0 	 Loss:  0.5093109011650085 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
202000 	 Reward:  3.788 	 Win Rate:  1.4 	 Completion:  62 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5253282189369202 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
202500 	 Reward:  3.355 	 Win Rate:  1.0 	 Completion:  59 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5282758474349976 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
203000 	 Reward:  3.785 	 Win Rate:  0.8 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5298374891281128 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
203500 	 Reward:  3.803 	 Win Rate:  0.6 	 Completion:  62 	 Efficiency:  62 	 Duration:  0 	 Loss:  0.5456015467643738 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
204000 	 Reward:  3.447 	 Win Rate:  0.0 	 Completion:  61 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5249337553977966 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
204500 	 Reward:  3.677 	 Win Rate:  1.6 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5222447514533997 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
205000 	 Reward:  3.402 	 Win Rate:  0.4 	 Completion:  58 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5183122158050537 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
205500 	 Reward:  3.81 	 Win Rate:  1.0 	 Completion:  62 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5358612537384033 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
206000 	 Reward:  3.537 	 Win Rate:  0.8 	 Completion:  60 	 Efficiency:  61 	 Duration:  0 	 Loss:  0.5513533353805542 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
206500 	 Reward:  3.527 	 Win Rate:  1.0 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5065296292304993 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
207000 	 Reward:  3.902 	 Win Rate:  0.6 	 Completion:  59 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5205792188644409 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
207500 	 Reward:  3.529 	 Win Rate:  0.2 	 Completion:  60 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5485946536064148 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
208000 	 Reward:  3.46 	 Win Rate:  0.4 	 Completion:  62 	 Efficiency:  60 	 Duration:  0 	 Loss:  0.5415274500846863 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
208500 	 Reward:  3.516 	 Win Rate:  1.4 	 Completion:  60 	 Efficiency:  59 	 Duration:  0 	 Loss:  0.5468366146087646 	 LR:  [0.00032] 	 Epsilon:  0.20390682574579033
